MPA,Site_ID,Site_Name,Year,Latitude,Longitude,Zone,Fish_Family,Abundance,Abundance_SE,Biomass,Biomass_SE
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2010,-1.16,129.35,NTZ,Serranidae,53.333,13.333,24.277,3.431
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2010,-1.16,129.35,NTZ,Siganidae,104,24,32.598,10.549
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2011,-1.16,129.35,NTZ,Acanthuridae,80,0,8.665,2.788
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2011,-1.16,129.35,NTZ,Haemulidae,130,NA,102.647,NA
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2011,-1.16,129.35,NTZ,Lutjanidae,93.333,13.333,17.845,2.317
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2011,-1.16,129.35,NTZ,Scaridae,384,53.066,73.24,9.494
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2011,-1.16,129.35,NTZ,Serranidae,40,0,3.434,1.41
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2011,-1.16,129.35,NTZ,Siganidae,110,30,15.655,4.869
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2013,-1.16,129.35,NTZ,Acanthuridae,226.667,66.667,40.474,12
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2013,-1.16,129.35,NTZ,Haemulidae,23.333,8.819,24.119,6.119
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2013,-1.16,129.35,NTZ,Lutjanidae,176,46.648,54.931,14.938
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2013,-1.16,129.35,NTZ,Scaridae,440,201.99,32.821,7.21
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2013,-1.16,129.35,NTZ,Serranidae,66.667,32.83,37.879,11.737
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2013,-1.16,129.35,NTZ,Siganidae,176,77.563,45.465,33.315
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2014,-1.16,129.35,NTZ,Acanthuridae,80,0,22.337,4.803
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2014,-1.16,129.35,NTZ,Haemulidae,20,NA,23.806,NA
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2014,-1.16,129.35,NTZ,Lutjanidae,136,34.871,50.092,13.379
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2014,-1.16,129.35,NTZ,Scaridae,528,109.836,45.257,7.143
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2014,-1.16,129.35,NTZ,Serranidae,52.5,12.5,16.546,4.919
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2014,-1.16,129.35,NTZ,Siganidae,120,23.094,12.885,1.919
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2016,-1.16,129.35,NTZ,Acanthuridae,226.667,58.119,76.212,59.531
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2016,-1.16,129.35,NTZ,Haemulidae,46,8.718,26.888,8.164
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2016,-1.16,129.35,NTZ,Lutjanidae,232,116.893,83.387,51.18
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2016,-1.16,129.35,NTZ,Scaridae,378,118.338,74.504,25.87
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2016,-1.16,129.35,NTZ,Serranidae,83.333,26.034,45.064,16.868
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2016,-1.16,129.35,NTZ,Siganidae,220,88.694,35.972,23.557
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2009,-1.15,129.32,NTZ,Acanthuridae,1480,243.967,226.866,59.009
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2009,-1.15,129.32,NTZ,Haemulidae,60,20,39.775,28.632
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2009,-1.15,129.32,NTZ,Lutjanidae,168,68.586,29.354,13.544
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2009,-1.15,129.32,NTZ,Scaridae,1248,133.507,289.246,37.134
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2009,-1.15,129.32,NTZ,Serranidae,106.667,26.667,11.22,7.025
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2009,-1.15,129.32,NTZ,Siganidae,200,40,76.974,16.538
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2010,-1.15,129.32,NTZ,Acanthuridae,288,95.833,49.851,27.162
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2010,-1.15,129.32,NTZ,Lutjanidae,180,68.313,49.425,19.847
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2010,-1.15,129.32,NTZ,Scaridae,416,80.598,65.711,21.502
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2010,-1.15,129.32,NTZ,Serranidae,40,0,17.791,0.798
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2010,-1.15,129.32,NTZ,Siganidae,150,34.157,41.164,13.83
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2011,-1.15,129.32,NTZ,Acanthuridae,310,103.763,55.759,19.497
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2011,-1.15,129.32,NTZ,Haemulidae,80,NA,41.01,NA
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2011,-1.15,129.32,NTZ,Lutjanidae,312,99.116,69.68,26.22
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2011,-1.15,129.32,NTZ,Scaridae,392,62.482,56.144,9.312
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2011,-1.15,129.32,NTZ,Serranidae,53.333,13.333,18.905,5.803
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2011,-1.15,129.32,NTZ,Siganidae,100,20,12.27,1.866
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2013,-1.15,129.32,NTZ,Acanthuridae,680,200,190.617,44.441
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2013,-1.15,129.32,NTZ,Haemulidae,126.667,46.667,68.994,43.823
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2013,-1.15,129.32,NTZ,Lutjanidae,240,40,77.231,27.77
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2013,-1.15,129.32,NTZ,Scaridae,394,52.115,82.692,15.129
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2013,-1.15,129.32,NTZ,Serranidae,60,11.547,19.677,2.05
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2013,-1.15,129.32,NTZ,Siganidae,120,25.298,15.096,5.952
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2014,-1.15,129.32,NTZ,Acanthuridae,866.667,566.784,255.42,155.528
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2014,-1.15,129.32,NTZ,Haemulidae,60,20,33.21,17.609
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2014,-1.15,129.32,NTZ,Lutjanidae,368,131.697,114.51,43.374
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2014,-1.15,129.32,NTZ,Scaridae,202,49.031,48.51,14.203
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2014,-1.15,129.32,NTZ,Serranidae,72.5,7.5,26.617,3.152
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2014,-1.15,129.32,NTZ,Siganidae,80,0,6.266,0.034
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2016,-1.15,129.32,NTZ,Acanthuridae,460,380.351,133.048,114.091
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2016,-1.15,129.32,NTZ,Haemulidae,60,20,32.504,2.244
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2016,-1.15,129.32,NTZ,Lutjanidae,190,44.347,58.381,18.028
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2016,-1.15,129.32,NTZ,Scaridae,163.333,62.272,67.552,25.361
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2016,-1.15,129.32,NTZ,Serranidae,45,5,24.586,5.769
Kofiau dan Pulau Boo Marine Protected Area,2231,Tapordoker,2016,-1.15,129.32,NTZ,Siganidae,200,61.101,46.264,17.124
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2009,-1.18,129.3,NTZ,Acanthuridae,1032,217.771,282.427,70.643
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2009,-1.18,129.3,NTZ,Lutjanidae,430,156.098,86.692,33.761
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2009,-1.18,129.3,NTZ,Scaridae,784,89.978,190.805,37.636
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2009,-1.18,129.3,NTZ,Serranidae,80,40,11.615,1.804
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2009,-1.18,129.3,NTZ,Siganidae,96,16,33.114,5.88
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2010,-1.18,129.3,NTZ,Acanthuridae,1518,444.583,179.459,36.081
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2010,-1.18,129.3,NTZ,Haemulidae,40,30,48.466,23.104
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2010,-1.18,129.3,NTZ,Lutjanidae,488,383.268,208.45,164.265
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2010,-1.18,129.3,NTZ,Scaridae,754,163.45,99.889,31.721
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2010,-1.18,129.3,NTZ,Serranidae,160,36.194,44.373,12.027
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2010,-1.18,129.3,NTZ,Siganidae,120,NA,17.842,NA
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2011,-1.18,129.3,NTZ,Acanthuridae,690,154.38,124.337,38.235
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2011,-1.18,129.3,NTZ,Haemulidae,10,NA,37.48,NA
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2011,-1.18,129.3,NTZ,Lutjanidae,642.5,351.861,226.34,97.581
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2011,-1.18,129.3,NTZ,Scaridae,554,48.539,140.266,51.068
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2011,-1.18,129.3,NTZ,Serranidae,64,9.274,34.979,5.4
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2011,-1.18,129.3,NTZ,Siganidae,120,25.298,13.73,2.553
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2013,-1.18,129.3,NTZ,Acanthuridae,152,54.259,25.584,11.09
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2013,-1.18,129.3,NTZ,Lutjanidae,412.5,212.657,189.782,90.26
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2013,-1.18,129.3,NTZ,Scaridae,450,65.269,74.198,19.352
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2013,-1.18,129.3,NTZ,Serranidae,72,23.324,26.841,9.868
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2013,-1.18,129.3,NTZ,Siganidae,106.667,48.074,9.294,4.607
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2014,-1.18,129.3,NTZ,Acanthuridae,240,160,84.935,61.751
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2014,-1.18,129.3,NTZ,Haemulidae,60,21.602,197.658,44.174
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2014,-1.18,129.3,NTZ,Lutjanidae,448,248.644,146.625,83.216
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2014,-1.18,129.3,NTZ,Scaridae,278,83.57,89.203,32.562
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2014,-1.18,129.3,NTZ,Serranidae,110,25.166,28.746,8.356
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2014,-1.18,129.3,NTZ,Siganidae,213.333,70.553,19.835,7.134
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2016,-1.18,129.3,NTZ,Acanthuridae,120,NA,33.598,NA
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2016,-1.18,129.3,NTZ,Haemulidae,36.667,16.667,151.732,31.262
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2016,-1.18,129.3,NTZ,Lutjanidae,230,141.774,82.787,52.628
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2016,-1.18,129.3,NTZ,Scaridae,260,30.166,171.535,102.597
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2016,-1.18,129.3,NTZ,Serranidae,83.333,23.333,19.671,7.238
Kofiau dan Pulau Boo Marine Protected Area,2232,Tanjung Lampu,2016,-1.18,129.3,NTZ,Siganidae,120,40,10.925,3.214
Kofiau dan Pulau Boo Marine Protected Area,2234,Dona karmalita,2010,-1.3,129.45,NTZ,Acanthuridae,693.333,394.856,175.757,152.214
Kofiau dan Pulau Boo Marine Protected Area,2234,Dona karmalita,2010,-1.3,129.45,NTZ,Haemulidae,123.333,20.276,116.353,33.237
Kofiau dan Pulau Boo Marine Protected Area,2234,Dona karmalita,2010,-1.3,129.45,NTZ,Lutjanidae,270,245.153,211.233,189.905
Kofiau dan Pulau Boo Marine Protected Area,2234,Dona karmalita,2010,-1.3,129.45,NTZ,Scaridae,230,106.927,61.634,23.407
Kofiau dan Pulau Boo Marine Protected Area,2234,Dona karmalita,2010,-1.3,129.45,NTZ,Serranidae,60,20,5.517,0.524
Kofiau dan Pulau Boo Marine Protected Area,2234,Dona karmalita,2010,-1.3,129.45,NTZ,Siganidae,80,NA,18.368,NA
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2009,-1.2,129.65,NTZ,Acanthuridae,880,84.853,139.026,22.607
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2009,-1.2,129.65,NTZ,Lutjanidae,80,17.889,21.021,4.506
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2009,-1.2,129.65,NTZ,Scaridae,300,90.185,96.588,26.956
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2009,-1.2,129.65,NTZ,Serranidae,240,96.333,61.357,20.088
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2009,-1.2,129.65,NTZ,Siganidae,88,23.324,32.382,7.499
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2011,-1.2,129.65,NTZ,Acanthuridae,160,0,66.586,7.912
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2011,-1.2,129.65,NTZ,Haemulidae,40,NA,25.409,NA
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2011,-1.2,129.65,NTZ,Lutjanidae,120,45.644,61.909,32.545
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2011,-1.2,129.65,NTZ,Scaridae,264,39.192,95.834,23.069
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2011,-1.2,129.65,NTZ,Serranidae,244,31.718,51.509,5.23
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2011,-1.2,129.65,NTZ,Siganidae,80,NA,15.035,NA
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2014,-1.2,129.65,NTZ,Acanthuridae,186.667,70.553,86.548,32.505
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2014,-1.2,129.65,NTZ,Lutjanidae,112.5,43.084,51.774,26.628
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2014,-1.2,129.65,NTZ,Scaridae,256,71.106,86.249,15.078
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2014,-1.2,129.65,NTZ,Serranidae,282.5,73.527,74.099,27.87
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2014,-1.2,129.65,NTZ,Siganidae,106.667,26.667,8.79,1.026
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2016,-1.2,129.65,NTZ,Lutjanidae,110,54.006,69.287,37.935
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2016,-1.2,129.65,NTZ,Scaridae,280,100.664,120.526,49.051
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2016,-1.2,129.65,NTZ,Serranidae,140,25.82,44.073,10.714
Kofiau dan Pulau Boo Marine Protected Area,2236,Wall Gebe Besar,2016,-1.2,129.65,NTZ,Siganidae,80,0,7.852,1.552
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2010,-1.23,129.88,Use,Acanthuridae,784,129.985,61.316,12.484
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2010,-1.23,129.88,Use,Haemulidae,190,100.167,157.524,93.224
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2010,-1.23,129.88,Use,Lutjanidae,288,47.476,90.241,4.247
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2010,-1.23,129.88,Use,Scaridae,470,108.244,142.465,32.449
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2010,-1.23,129.88,Use,Serranidae,160,11.547,104.736,12.881
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2010,-1.23,129.88,Use,Siganidae,128,32,30.696,7.863
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2011,-1.23,129.88,Use,Acanthuridae,53.333,13.333,11.77,5.88
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2011,-1.23,129.88,Use,Haemulidae,173.333,78.387,214.949,99.385
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2011,-1.23,129.88,Use,Lutjanidae,480,176.522,158.402,45.692
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2011,-1.23,129.88,Use,Scaridae,200,51.64,44.388,7.722
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2011,-1.23,129.88,Use,Serranidae,50,13.416,22.449,10.43
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2011,-1.23,129.88,Use,Siganidae,160,46.188,25.753,12.686
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2014,-1.23,129.88,Use,Acanthuridae,146.667,26.667,39.482,6.806
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2014,-1.23,129.88,Use,Haemulidae,67.5,37.942,55.608,17.756
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2014,-1.23,129.88,Use,Lutjanidae,297.5,117.216,120.125,52.264
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2014,-1.23,129.88,Use,Scaridae,520,92.087,143.375,19.807
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2014,-1.23,129.88,Use,Serranidae,46,9.798,23.927,6.108
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2014,-1.23,129.88,Use,Siganidae,106.667,26.667,8.378,2.078
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2016,-1.23,129.88,Use,Acanthuridae,240,NA,51.091,NA
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2016,-1.23,129.88,Use,Haemulidae,43.333,12.019,49.527,18.884
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2016,-1.23,129.88,Use,Lutjanidae,120,61.101,28.524,9.947
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2016,-1.23,129.88,Use,Scaridae,210,66.081,63.235,24.945
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2016,-1.23,129.88,Use,Serranidae,110,25.166,36.818,8.23
Kofiau dan Pulau Boo Marine Protected Area,2237,Kor Mang Kwan,2016,-1.23,129.88,Use,Siganidae,80,NA,7.749,NA
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2010,-1.24,129.86,Use,Acanthuridae,80,NA,29.94,NA
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2010,-1.24,129.86,Use,Haemulidae,30,10,13.298,5.674
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2010,-1.24,129.86,Use,Lutjanidae,142.5,50.062,53.173,22.764
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2010,-1.24,129.86,Use,Scaridae,177.5,53.288,90.182,30.321
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2010,-1.24,129.86,Use,Serranidae,290,52.345,71.769,18.725
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2010,-1.24,129.86,Use,Siganidae,60,20,11.436,2.532
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2011,-1.24,129.86,Use,Acanthuridae,813.333,593.446,169.313,128.222
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2011,-1.24,129.86,Use,Haemulidae,100,90,92.273,84.048
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2011,-1.24,129.86,Use,Lutjanidae,360,90.921,125.698,38.679
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2011,-1.24,129.86,Use,Scaridae,230,45.826,32.212,5.374
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2011,-1.24,129.86,Use,Serranidae,140,25.1,48.463,15.125
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2011,-1.24,129.86,Use,Siganidae,120,23.094,19.802,3.456
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2014,-1.24,129.86,Use,Acanthuridae,266.667,66.667,117.723,36.077
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2014,-1.24,129.86,Use,Haemulidae,30,NA,48.506,NA
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2014,-1.24,129.86,Use,Lutjanidae,152.5,44.605,73.922,26.098
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2014,-1.24,129.86,Use,Scaridae,244,29.766,97.586,12.806
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2014,-1.24,129.86,Use,Serranidae,40,0,10.969,2.869
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2014,-1.24,129.86,Use,Siganidae,160,0,11.033,1.5
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2016,-1.24,129.86,Use,Acanthuridae,880,347.563,119.735,55.714
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2016,-1.24,129.86,Use,Haemulidae,40,0,3.324,0.878
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2016,-1.24,129.86,Use,Lutjanidae,93.333,13.333,11.358,1.781
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2016,-1.24,129.86,Use,Scaridae,285,45,91.558,8.606
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2016,-1.24,129.86,Use,Serranidae,106.667,26.667,15.576,0.641
Kofiau dan Pulau Boo Marine Protected Area,2238,Yendot,2016,-1.24,129.86,Use,Siganidae,80,0,10.678,1.734
Kofiau dan Pulau Boo Marine Protected Area,2239,Tampagula,2010,-1.2,129.71,Use,Acanthuridae,176,44.9,28.696,4.333
Kofiau dan Pulau Boo Marine Protected Area,2239,Tampagula,2010,-1.2,129.71,Use,Haemulidae,93.333,48.419,64.234,46.364
Kofiau dan Pulau Boo Marine Protected Area,2239,Tampagula,2010,-1.2,129.71,Use,Lutjanidae,110,21.213,38.786,16.65
Kofiau dan Pulau Boo Marine Protected Area,2239,Tampagula,2010,-1.2,129.71,Use,Scaridae,322,59.025,59.472,12.828
Kofiau dan Pulau Boo Marine Protected Area,2239,Tampagula,2010,-1.2,129.71,Use,Serranidae,50,5.774,25.439,8.327
Kofiau dan Pulau Boo Marine Protected Area,2239,Tampagula,2010,-1.2,129.71,Use,Siganidae,66.667,13.333,16.376,8.335
Kofiau dan Pulau Boo Marine Protected Area,2240,Huriba,2010,-1.21,129.68,Use,Acanthuridae,180,80.829,89.185,50.394
Kofiau dan Pulau Boo Marine Protected Area,2240,Huriba,2010,-1.21,129.68,Use,Haemulidae,70,20,55.189,14.498
Kofiau dan Pulau Boo Marine Protected Area,2240,Huriba,2010,-1.21,129.68,Use,Lutjanidae,13360,11683.727,2806.407,2351.532
Kofiau dan Pulau Boo Marine Protected Area,2240,Huriba,2010,-1.21,129.68,Use,Scaridae,352,117.873,120.041,58.426
Kofiau dan Pulau Boo Marine Protected Area,2240,Huriba,2010,-1.21,129.68,Use,Serranidae,214,54.553,82.23,28.662
Kofiau dan Pulau Boo Marine Protected Area,2240,Huriba,2010,-1.21,129.68,Use,Siganidae,80,0,29.616,17.367
Kofiau dan Pulau Boo Marine Protected Area,2241,Baju Lagoon,2010,-1.18,129.4,Use,Acanthuridae,400,141.421,87.935,38.285
Kofiau dan Pulau Boo Marine Protected Area,2241,Baju Lagoon,2010,-1.18,129.4,Use,Lutjanidae,130,44.347,27.178,11.765
Kofiau dan Pulau Boo Marine Protected Area,2241,Baju Lagoon,2010,-1.18,129.4,Use,Scaridae,788,168.476,171.664,27.207
Kofiau dan Pulau Boo Marine Protected Area,2241,Baju Lagoon,2010,-1.18,129.4,Use,Serranidae,53.333,13.333,8.546,3.595
Kofiau dan Pulau Boo Marine Protected Area,2241,Baju Lagoon,2010,-1.18,129.4,Use,Siganidae,344,37.094,53.351,11.179
Kofiau dan Pulau Boo Marine Protected Area,2242,Andarek,2014,NA,NA,NTZ,Acanthuridae,264,68.819,133.73,41.209
Kofiau dan Pulau Boo Marine Protected Area,2242,Andarek,2014,NA,NA,NTZ,Haemulidae,74,40.324,79.437,47.953
Kofiau dan Pulau Boo Marine Protected Area,2242,Andarek,2014,NA,NA,NTZ,Lutjanidae,1006,258.159,538.054,154.582
Kofiau dan Pulau Boo Marine Protected Area,2242,Andarek,2014,NA,NA,NTZ,Scaridae,624,220.4,295.456,119.672
Kofiau dan Pulau Boo Marine Protected Area,2242,Andarek,2014,NA,NA,NTZ,Serranidae,55,22.174,30.948,7.789
Kofiau dan Pulau Boo Marine Protected Area,2242,Andarek,2014,NA,NA,NTZ,Siganidae,100,20,8.102,1.475
Kofiau dan Pulau Boo Marine Protected Area,2242,Andarek,2016,NA,NA,NTZ,Acanthuridae,1144,689.649,460.206,263.352
Kofiau dan Pulau Boo Marine Protected Area,2242,Andarek,2016,NA,NA,NTZ,Haemulidae,135,15,145.564,44.102
Kofiau dan Pulau Boo Marine Protected Area,2242,Andarek,2016,NA,NA,NTZ,Lutjanidae,616,67.72,327.658,44.139
Kofiau dan Pulau Boo Marine Protected Area,2242,Andarek,2016,NA,NA,NTZ,Scaridae,510,156.098,171.366,49.033
